Height,Weight
75.694314,235.1366742
69.7297502,205.2287064
70.796979,199.9473831
75.46499263,217.9710527
71.23391139,214.0601482
73.18775885,201.2193177
67.17597236,176.4475043
69.30608824,210.4636875
68.59666269,180.8312378
73.0584631,195.592886
68.11809783,180.0656094
71.40318222,198.7597927
68.54111605,201.1088923
66.74360465,167.7397753
66.78746728,172.1754663
63.71495133,139.4111453
65.19886332,147.3602703
66.55398107,171.4285919
64.80862144,162.3795406
71.19538228,186.6049256
73.4387723,226.2257
66.00196773,165.1677228
68.15253435,193.1593488
72.61046888,216.590561
67.17611536,174.5790245
72.87153874,229.7407531
71.33434891,184.520037
73.72161324,210.2235006
73.81524583,208.8660338
74.78571432,239.4643429
70.94683597,193.5063411
66.69530922,155.1289645
67.40717166,188.5940922
67.6758559,179.2992321
69.2972917,197.3587607
65.20653293,163.6335966
72.74220916,202.8736828
65.92474109,152.9494884
70.92912508,203.3704632
70.38920071,178.8513483
65.96579505,186.2254307
66.55652499,173.3868302
67.28573328,199.0066131
68.81943046,184.7185032
71.12075332,197.345436
66.65616417,168.0140297
68.87439619,183.4385392
75.85011222,227.2779654
68.91577165,165.1558987
71.56525646,194.7218564
74.11010539,212.7408556
69.56662234,187.4689869
70.56496693,180.4762871
68.30102218,194.5460796
69.67652822,211.7133851
67.42124228,175.2139224
70.9619709,184.223932
67.69710365,187.4238964
64.66523194,166.969204
72.54330705,210.3364247
69.90321098,221.897619
67.61221973,190.4165036
66.78692724,165.4312422
69.53486155,195.1703915
68.24300184,186.4231978
69.89808607,195.7589355
70.07181913,207.0866751
65.27930021,155.2504207
65.51073389,157.2050253
65.72603205,169.6752603
72.16236709,207.8643173
68.69746059,178.015095
73.18794911,204.103817
71.10562694,188.8392852
67.10355118,164.9745807
69.698448,197.052357
69.50522934,187.368176
73.63143058,215.5545587
68.75199052,194.1323525
71.78788227,221.7025057
70.82738258,197.9253539
66.6869927,174.7392882
74.34901306,206.0172853
65.8281958,168.4212826
69.37895012,194.4889423
68.59333554,176.9842511
69.81202171,188.0649839
64.96377239,165.0705828
65.05718061,150.5808782
65.43804252,178.446423
72.73859251,190.2827586
66.14885254,173.4316727
73.10087624,223.2064516
66.12867317,187.1411195
71.33392078,221.1220336
65.83839113,177.2116966
71.08909566,188.1160458
67.47703124,180.2948206
68.48270751,174.4555542
68.29264664,176.0071363
71.33837604,201.9544955
66.32096748,167.2146255
68.09621975,167.7471412
65.05658853,173.4347623
69.92281015,197.2663792
69.10691697,188.2451032
64.68290848,160.7898642
71.46975833,204.5957328
69.57143021,182.1541392
70.31506637,181.7894088
67.5650399,187.1870936
67.90684975,170.4172312
71.60673989,209.9649432
70.79430255,202.8907578
66.86303976,189.4091241
75.75344577,226.5033443
70.47139727,198.4191385
66.944999,171.1050044
70.54264101,185.4698808
67.6666641,193.0816469
69.61776378,180.506932
69.19147497,189.4388404
71.11214408,202.3577195
67.72695642,164.9331081
69.15511404,178.7517272
69.23842719,197.4120914
70.98407107,192.1113196
70.0758882,183.938857
71.45441131,213.3365925
71.9674817,229.514503
68.31251969,186.1200024
66.52529411,179.2229686
66.68582515,179.2976843
71.81542045,201.6206667
70.38792495,176.0648702
61.4778092,161.0287521
71.5224187,194.2642644
69.43562471,178.3665548
63.81097455,166.461038
71.07901758,188.6029191
72.33756922,216.7134777
74.10455886,215.7597035
64.83380413,164.5965816
74.21643094,238.5694509
66.35813705,173.3559279
67.14815944,182.031248
70.61316241,187.4720235
68.89341765,172.6542379
67.93338384,184.40952
67.90334035,192.6516048
74.45849777,209.9487684
74.39745903,212.6361678
69.22708106,185.9160215
69.86710128,185.71691
63.39934965,152.1305061
73.12626719,220.6614051
70.99807444,188.81177
68.21314448,168.1685042
68.0302156,189.3616398
69.57720237,204.1641255
69.34345396,208.8097753
71.85112915,193.3869846
73.40405852,192.7324047
69.22967912,195.2186397
69.01973611,186.287992
69.25237481,192.4088967
70.09411691,167.3014086
68.49534316,179.9298166
66.4995499,163.3095283
67.22774502,185.9701609
66.72807365,155.8995413
66.94959112,166.4413849
74.02575081,209.7592721
65.26460446,167.7558699
78.99874235,269.9896985
68.06892211,166.2635001
73.73792828,208.1623839
72.39065722,199.5740493
66.72991606,164.9077618
70.38808605,206.9027268
67.56586373,178.3718337
70.97612452,202.603188
71.21391257,195.9234165
72.13277787,184.1471888
72.16575666,204.5774363
68.35948256,175.2608644
72.54885198,203.6275837
71.47610128,195.3926176
65.23704952,181.0119732
70.70807508,198.7591266
70.03711499,175.9780798
71.03482922,202.039446
68.89083891,190.5134869
70.47367765,199.356144
64.58725609,158.3740869
68.57092912,192.6067167
70.53457828,204.4187311
70.46445649,189.626283
68.54172854,187.321636
67.24770259,188.0026669
65.18722085,172.6064826
62.75801917,140.2666284
74.09309741,217.7125313
68.10362648,186.2108912
73.4628048,223.0701779
67.2019629,174.4408231
67.70035802,155.1625868
62.70930371,152.8204681
68.92530884,200.0600035
66.98353564,173.6635731
64.73442436,166.5011147
71.54249121,203.7834348
72.36993359,224.6038107
71.86027322,198.4071463
68.59056272,182.0812286
66.51004277,181.9381761
65.84458046,170.7923569
68.87477596,168.3590349
64.36667672,162.4950825
70.75219758,206.3783655
67.59526881,163.1080022
63.00004749,165.5559659
65.72916187,156.2239585
67.77808173,182.1644323
69.79388789,181.7231932
72.29169703,202.1043716
68.27458073,159.9823145
70.98741332,214.7929926
68.25704702,185.6465964
65.0310335,154.8411421
67.22592983,177.3064747
66.66110311,184.4704428
72.61132729,200.6336879
65.77401201,156.9680739
69.3049776,193.5296063
72.08020115,202.8672367
70.46566325,182.802806
71.96301518,199.9816203
63.41458714,160.1406156
69.37565771,196.2250857
69.0494784,192.3497017
76.50188334,217.8823464
73.5846783,215.7551046
72.63310674,208.0662569
63.61871729,162.6749752
71.92022184,202.6092747
72.84494786,205.2508892
74.07020621,218.4235845
71.03061695,217.4909577
71.24291865,220.2618902
72.36198348,198.2629703
70.96856341,204.4101633
70.94944345,189.7030888
66.08768889,161.4958143
70.49052137,208.7648975
66.82084589,179.8015682
73.85366268,217.886922
65.8385445,139.5340469
70.46707885,197.187532
63.73104817,160.3449039
70.97268413,190.2219929
67.99021188,188.1151124
70.26935973,192.3070268
70.41445819,185.157334
73.81538569,231.3745081
65.84806108,187.5468976
69.40999469,187.0848888
69.66475174,176.2592744
68.6942095,179.9625088
69.3517876,195.170814
73.12243321,221.4459021
66.82276322,166.1711851
69.17985762,192.0143354
71.98120654,200.4373105
69.56323228,195.346027
71.31765101,198.752471
65.90330126,172.575231
71.61388605,210.0399245
71.00788826,194.0806122
70.29135418,207.5085426
71.0323852,186.7624875
68.97041418,173.2923443
68.52705806,170.8884308
67.97996252,184.3748783
66.22909563,156.6766747
65.66595856,164.2156392
66.1180621,181.0141079
66.01495833,169.0990384
63.45886,165.7478288
67.42985418,175.1243663
67.45286184,160.0094086
68.92104135,188.3288071
73.02420563,205.2814932
67.84774906,153.0313208
68.78657402,175.8387974
70.76919327,195.3530575
68.0993798,183.3126553
69.1344005,196.3303116
70.48162382,194.1617823
72.81763633,202.9480035
69.509488,203.9854155
69.70225751,177.1490913
68.04679597,177.123991
65.09265639,167.433533
69.5600329,187.4915007
68.72060845,173.8881027
67.03485056,167.0442331
71.90600544,217.0277146
69.21041304,187.6248203
68.4208722,190.7955422
70.53420182,181.8551974
68.89087213,176.1868417
62.17833122,145.8988424
65.85609973,157.3174614
63.9016449,140.4347054
68.26284966,169.2250347
68.49081272,189.8066818
65.28274066,163.9576346
71.53180202,218.2032582
70.98160653,191.1388481
71.4716749,196.54096
70.40351683,197.6921421
67.16719433,158.4698959
73.54916227,222.2974921
68.45789401,192.7618857
69.89621711,187.0567724
68.91629283,192.6324027
70.35461686,202.0349553
68.41525159,190.1282136
69.58020822,196.1355259
68.35442896,184.598428
71.81390356,192.8164417
73.52231093,212.8660992
71.50724241,202.5184575
71.85748745,204.4226335
67.68091903,177.2401455
73.09647798,205.157578
65.27156257,156.5798027
68.56085411,186.4011012
68.90949129,184.6155357
72.37867503,216.9383745
67.97215983,170.7156931
68.58655387,187.2884789
73.75955023,217.2198008
71.98000945,191.0161622
69.44571478,178.6755991
67.91864565,183.5438014
67.75713771,184.9382299
72.54132659,213.7169568
71.15605349,188.2714563
69.02051305,177.9523822
72.83673969,209.4224843
69.98189155,193.7185875
67.40282109,192.6726758
67.01471757,188.9746319
67.79621437,184.8629133
70.59838073,195.543445
69.36857659,187.5710575
63.4089479,163.0743534
68.46557156,200.0101569
70.47219506,200.5757435
63.54636972,150.3466585
69.26275904,206.7335309
63.61501878,160.7876538
68.89452931,180.6918155
74.27201865,209.9374928
65.89275253,158.1849857
73.62167715,225.2931439
73.2029699,203.0231161
71.60514585,192.4279136
69.37416119,183.9368603
68.7634637,177.0833882
66.93307845,151.1991529
71.09295626,198.8291173
70.66332308,195.6263191
64.60809855,172.3159674
71.00194477,216.1200947
64.76632913,167.1274611
65.51362316,173.1788274
67.8676652,168.8175715
73.81853456,195.2906122
68.3172449,179.370856
68.14307845,188.1451421
70.80193026,193.3935426
72.80084352,206.8281894
72.17355644,198.6850217
63.9879246,150.9790513
67.28544641,179.0090833
69.1569821,206.5151903
68.50781491,200.8772795
68.23195393,195.2619903
68.77133617,174.33661
69.32960288,180.3588433
71.2529856,204.6554938
69.0848968,189.8567859
69.56977967,182.7948442
69.88955858,203.5183265
68.25635599,190.3903824
72.31477541,194.891589
62.30743853,149.4390968
71.68034778,214.2592859
70.34775527,194.3287921
70.40231926,190.8280374
65.11850428,178.1349452
69.33873763,191.4456543
66.67678112,183.1973068
68.8610815,199.2813114
73.01286326,209.3294834
65.74729799,182.0516903
64.3001742,155.489729
73.99160419,208.9645836
70.76175245,198.6558215
64.36216387,156.0738985
74.51787603,201.9579717
72.2299021,206.2235379
74.79537502,232.6354028
66.4748368,168.897518
63.648144,160.8751088
62.16896926,147.8596534
66.20571522,167.6296598
70.54927972,191.3188108
63.17859731,153.6068331
64.93911542,163.8801985
66.45203849,174.9138167
68.89078389,192.4386869
71.25013608,191.0676196
70.19122448,205.9417907
69.29554648,178.1753698
68.17953269,169.7877681
70.53356477,196.5843459
68.32366764,183.5868604
71.54849571,197.8196148
66.59215711,196.1484498
66.16636328,165.5146074
70.04693077,183.6196208
67.16447304,193.3923092
69.71193781,201.1528476
69.60028264,176.5948886
73.56704626,219.4037726
69.77275692,197.9847661
72.23163624,202.1371601
65.03853205,170.6325375
68.61863098,189.7021879
68.39971912,171.3291085
73.84701702,241.8935632
71.35320878,209.3098801
64.01117262,151.1313144
67.56814301,169.063983
67.07793117,181.5264919
66.274408,158.3873105
62.77304147,163.1860286
72.22673274,203.3901693
72.39448041,208.436509
65.93964742,177.2854147
69.6329393,200.5626132
71.17058747,185.0517288
67.75177607,188.4753203
68.48187536,170.3523296
71.29393137,202.9447711
72.27951671,198.8365146
68.69999563,208.0681993
67.20326642,185.4540072
63.15427226,119.2428559
67.72801739,169.458094
64.48957485,166.704316
66.62168183,146.2308047
73.78663644,212.900556
73.54118433,212.0303757
70.69878995,189.9854788
69.28592141,178.789548
66.65323374,160.1474361
68.68725567,203.5603338
72.57112137,230.560535
71.0961131,210.8211943
74.32567701,220.8457275
70.35199759,187.8204731
71.70123402,193.0941635
70.0240514,197.2553766
68.73298815,179.2047821
75.99995705,224.4404592
70.71371409,208.7104386
67.45627183,166.3906563
67.76171315,191.544634
69.05888454,171.7089263
76.01230001,235.4379661
61.93732327,147.2636865
72.71616603,195.3564313
68.46440582,178.2818007
74.22117488,231.1301898
70.95200887,194.2886699
68.36007218,176.4135007
63.6322646,167.0287067
72.39194027,215.6752656
67.50296648,189.0065686
65.09903528,164.2584621
67.27161533,182.8981154
70.51851509,199.568441
68.84761219,178.2569076
70.87698711,218.2315386
67.66042305,173.3847193
70.40092889,192.9035151
68.59040604,176.8430799
67.12928651,177.719799
66.29972587,150.1493613
67.31149854,158.4352052
72.12252553,200.3368056
71.58012314,205.3475962
68.78713427,187.9527997
70.82085671,206.0329778
71.11617663,202.6559193
72.37206573,199.3762346
70.18487721,189.9158723
71.08008356,209.8535536
68.95153509,193.4351185
64.60280743,149.9377126
66.69267129,158.733412
72.88109185,201.3331869
74.67043476,207.9080616
66.55658687,185.0423241
64.50621045,164.5003666
65.54407625,171.9803313
68.72119846,180.468682
66.47127526,172.7737229
69.2854625,197.1945475
66.77003947,165.489768
70.72475802,214.2615182
68.41046282,185.1277355
64.25738938,158.0286206
69.43764789,195.4473861
74.46498854,213.4821026
60.96672328,134.8228267
69.92414675,185.8665843
66.07669579,171.2929754
64.7319256,177.5492634
67.7692942,170.2967629
74.01300646,227.9405038
71.06690628,184.2792458
69.73608671,185.5242604
72.05520702,205.676442
68.69476215,189.7425419
69.79845688,181.418074
70.8468214,196.30631
69.21201113,181.2140726
66.70347964,189.4300286
70.56606384,205.0526852
72.36522872,195.0138368
69.18220268,171.9836776
68.95371945,178.2877855
68.61948497,192.6056386
69.94498603,182.3462185
69.85958791,197.0708562
71.00189769,209.9293234
67.12613559,170.043605
66.87187788,170.3239575
67.19352328,183.8109732
71.1824554,208.9226827
73.54269461,206.1003672
71.69086893,188.6563354
66.99094408,169.7377074
69.47030447,183.2956063
69.05138548,163.8204889
63.39905918,141.0569889
66.80071892,174.9881905
67.09221709,168.3204982
71.7057626,223.2993352
65.75549864,179.8556896
66.40224967,165.5684991
69.53721501,202.9583063
67.99211379,172.5155305
68.96436673,181.5376697
62.80419071,148.6050424
67.94757004,177.3477798
65.70477385,160.203314
66.99828973,189.8933425
67.15596277,175.6466902
68.98828681,180.3659552
67.90357319,168.6779132
66.3401,163.0012742
69.86896981,201.8370426
68.55795078,186.0648539
70.43475028,189.9065838
67.6727949,183.7399479
70.78222816,220.4367864
65.97520718,171.0768314
71.6070858,204.9270121
66.39319245,165.0646095
64.124767,152.8386498
65.6674754,161.4222109
69.63970875,197.5962131
67.25995282,186.3207972
66.24289834,171.6931597
71.2382799,205.3857099
69.96391207,191.0654475
67.78248907,183.681029
64.98108569,151.0138427
65.18847756,151.8869422
66.74447747,154.1268504
68.26572352,184.988498
70.71093836,202.0679815
72.87036015,211.3424968
68.03961633,174.3694764
72.0893613,200.4353273
69.36005929,177.7424282
64.72162222,150.6194572
66.38977872,165.4998067
64.06295219,166.6851125
73.9953112,213.3715761
72.06275498,208.7818534
68.47800208,190.6860225
67.37831944,186.6770884
67.8521307,194.7445225
69.64146477,191.3637747
72.06737999,202.2620741
69.69174305,184.6189529
68.12276836,196.4144153
69.9221434,181.7318342
65.05737312,157.5824315
67.39264099,174.0309543
70.45563306,192.527905
65.0785235,174.7435096
70.21362908,189.6582738
74.24229314,232.2326469
72.09919305,212.8456118
68.63976982,203.0058961
71.20919422,196.1455062
72.19751201,214.6035842
67.55605126,158.5679874
64.98045629,166.8215473
62.6199652,152.8529747
68.02337428,169.7866967
71.10413316,217.2696052
69.31816913,186.7379955
72.17407836,186.1888419
71.6016965,211.0316519
65.43459687,166.096744
73.04959537,218.711327
69.15777785,177.7239791
71.8139753,197.8027791
69.25071385,196.1411445
69.38563588,171.3312485
70.55500396,192.2607453
67.74549287,179.5542134
67.59911559,168.8263792
71.7052725,202.6090083
64.30418789,163.1080171
66.45689878,166.6846488
71.70357731,207.1105722
64.36248027,149.4575874
68.99254357,193.7549909
71.37918001,205.8724575
69.00467787,176.7318925
71.34380763,218.5863364
70.80440883,196.2684623
70.15827765,200.5341783
77.4655691,252.5566894
69.0340651,183.557049
73.12239315,201.703778
71.72906048,188.595024
67.26196098,164.0144277
64.73228716,166.1060724
69.38134598,197.2814443
69.5595272,197.188228
77.44661995,232.6510789
69.69242226,211.718429
66.09757603,163.6414961
68.75899269,172.0941985
68.47745653,187.2053947
68.32145287,206.4261469
68.26964759,172.0773047
69.32711818,186.2584296
70.06468847,192.045218
67.36206427,177.3750077
66.55811408,154.6275884
63.59645542,144.5919224
65.82778663,157.6079359
67.29401786,174.0877277
70.24281599,198.1999576
71.45613951,209.6777854
67.93463453,166.4350688
70.73206043,197.8118822
74.8609076,225.2808194
75.62403135,241.2023301
70.7986267,195.8758394
71.10424776,185.8270952
67.00648013,197.7992998
69.45413595,194.8206675
72.45463342,200.2900045
70.02684189,186.3587022
69.52256705,173.9766588
70.67969103,206.1198392
68.2698199,167.9107289
66.83287821,180.683887
65.35188896,172.5673814
68.99744011,200.3130156
67.14424123,175.6791902
67.29077553,154.718344
63.63948265,163.2579018
66.87778335,186.8809599
66.07186459,179.7044101
70.78628981,211.2160809
70.22277824,185.9450077
74.05642685,211.7305173
64.9485459,168.5341902
73.49486112,214.819848
75.14082143,224.1242713
66.11579969,171.3866592
71.25241746,196.3171642
66.19800895,165.9333275
69.24254056,189.6278521
71.89704464,216.0530515
76.56927352,229.8580951
70.30416327,196.8350517
69.6062252,194.2007119
72.04988987,200.2028285
69.61299015,184.1984519
68.39010874,179.3521816
64.92590896,185.0018542
66.9466142,182.3697168
67.25332482,180.77978
64.99507826,177.7270945
72.08529953,210.6365238
66.01759167,174.6121001
70.43386716,186.5502327
71.75142255,215.9353939
71.03559542,214.475994
69.68979533,190.9334005
65.78872979,174.5848799
70.71103014,204.7557801
71.33782073,199.7415595
69.57823897,184.2198182
66.57798671,161.2018906
67.40575512,163.4765101
65.11748489,165.7171122
64.44838768,162.6190973
67.52510551,180.0565494
71.90659236,212.8760152
69.47458176,177.3439177
66.07553682,182.4280025
66.16646523,174.1751766
73.89993869,215.5597033
69.98440497,192.1441105
65.66755448,174.5668558
71.1706116,200.3566417
67.53354038,180.2696932
71.21592367,198.1984641
68.03482178,189.0844617
68.17153285,199.7018115
65.53069597,172.114312
68.44574673,183.7833827
68.59102121,178.9290427
66.63104094,170.4211493
69.5666933,194.9842632
66.88781934,187.5816273
70.81637062,197.1984016
71.12082662,193.8048924
70.37853898,207.7954078
66.99786196,178.0573356
72.05959136,203.92588
67.8417924,192.741685
71.62967826,201.5038128
68.50818615,183.6472483
66.06513673,178.588954
69.7288049,203.895655
72.4896554,198.5816982
70.67274718,190.0234342
68.4078482,177.1107388
74.82494531,220.3363669
69.21387398,201.5277531
68.03117231,176.6653529
69.76430086,196.0145851
65.80606287,149.2404065
70.9158354,189.5576375
69.08963143,184.4351744
67.26886221,190.3614969
68.87855263,182.3090981
73.6661888,208.3661793
70.3362271,214.2258856
68.36463488,193.9817476
67.25301569,152.2121558
73.52598433,214.9664592
63.30996928,157.0035437
67.97335037,185.0250567
75.98117435,226.4740345
66.70498045,164.179486
68.2566446,201.8681427
72.26760699,196.5274669
72.06059237,200.0740445
64.87941808,161.6110178
64.45981425,161.3787732
63.96253068,168.3494568
67.272143,182.3943347
70.11514441,189.532927
66.92880701,169.1035618
67.92463364,161.6708278
76.80634364,227.2203428
66.86186129,175.7972754
69.46082632,202.9705011
67.70487821,170.1364282
60.74811787,136.1678657
67.75032988,179.1158834
69.93271019,185.4290223
67.03592902,175.4521677
70.90374445,199.3623525
69.19544122,185.7291961
68.53790185,191.8229143
70.77445907,192.1248473
70.81126171,201.2242771
63.94327605,153.9472037
65.28602551,161.4200817
66.80278237,165.1101731
73.98785452,200.5841857
68.06849494,171.0562905
74.22306306,223.3080403
70.60576101,197.3412472
69.9027564,177.7129666
70.99273457,198.6367376
63.9529284,164.7714754
64.33364811,177.4938023
71.89374157,203.2208674
65.09406453,165.862943
66.48892899,173.3524558
65.42070794,167.5520316
67.51032152,164.6602773
67.43522768,159.8124724
67.22698623,181.7096189
64.48539029,159.3786296
69.85602232,207.9166862
72.20088736,195.2755377
67.96596781,176.9667279
74.70961248,207.243854
64.73708904,150.0508128
67.87176723,176.904596
70.14487407,190.5853768
71.91211901,204.7809105
64.36945333,154.0080914
70.10478626,188.9223032
67.55930056,171.1969842
68.89009494,194.6814346
66.85487891,164.7011036
65.63599729,172.5390826
68.37084286,195.1226278
72.24516548,220.9017699
70.92184441,207.8359446
63.77036299,161.0021152
64.33679259,175.6832761
65.54912127,178.4481797
70.4094368,206.3469387
62.40153352,144.545057
69.29273802,187.7453519
73.56227037,208.3614918
64.18148293,169.800144
67.41315186,168.634975
71.22182822,200.7084673
65.83441968,159.3191151
71.46570236,209.9603973
69.76784563,194.6040613
64.98549836,159.1123104
70.24286617,192.7961126
66.20961729,182.9464191
69.52731972,189.0273679
68.08994144,178.4530134
68.4445619,182.4494078
65.57577154,173.6915922
68.16423277,191.8302347
71.4692208,192.6914931
68.86009031,169.5568208
68.14059036,183.0446604
67.10453999,165.3738242
73.53028481,222.9259167
69.51843618,189.6174538
70.7152956,209.1614742
69.03049142,183.8520382
67.69712341,163.9398786
66.87851578,175.366252
63.87497175,168.0778994
66.70160499,172.8398091
67.25589414,165.2648086
70.53251302,194.3022593
69.77791032,176.0902893
68.56098755,178.6917686
66.68375106,174.5713344
63.05530147,157.4379016
68.22582277,175.6709786
69.98313746,206.4144118
69.17357692,195.2375293
70.94711392,202.0471123
72.93864904,216.0974547
67.75736067,186.0990159
69.27281261,202.2987602
69.04386662,181.377015
72.69525855,181.3253291
75.03388944,232.8861171
62.75287752,149.759706
73.7579983,220.770232
71.69388059,196.726282
68.44619221,199.3828807
69.83385707,188.041029
69.42601731,176.1934298
73.05634425,204.4603316
67.25919794,181.6733542
70.51585969,183.7598452
69.7695676,197.8283576
66.85411068,180.5443766
68.37997614,188.7755365
62.81315544,153.4958975
69.03077173,183.7288808
71.46376469,207.768535
67.52710166,167.2095862
68.96353445,187.5195145
66.7821873,176.6119929
66.246099,191.6367141
68.3685971,164.9033283
67.71742749,184.9318042
67.49285386,183.3837802
66.13539142,166.3638187
67.59189464,174.4349914
67.9863736,170.2762478
65.32533032,163.0551423
69.57909023,194.0945611
68.95528009,207.744486
68.85015225,187.5787042
59.98186507,112.9029394
73.71652763,223.5147223
73.06329334,216.0400614
69.67906022,205.1334355
68.27419147,184.5193912
71.52704769,202.7487397
63.00618017,151.3505719
67.90442161,165.7639258
67.68008391,169.611562
72.92136714,213.9244864
67.44822369,174.3878691
68.00062599,177.6018026
66.48826617,170.9898326
71.077766,183.7270955
68.01907816,174.2651629
73.30186575,199.1669287
70.08043998,203.1596596
67.04611688,160.1561156
70.82560268,173.9635774
73.50736001,209.6980393
65.6942936,150.9606196
69.31943753,172.4550996
70.57200178,174.1968873
69.45337621,219.2617067
69.87663341,179.6809303
66.25363253,166.5035316
66.59619654,208.345694
66.9168323,160.4322106
68.69817522,184.2166975
73.57397189,199.469319
67.42796158,189.4042032
66.44641974,162.9410412
74.54513694,218.4375679
70.61574398,188.6638321
70.22492333,205.6844384
67.49701514,178.7869137
74.40167189,228.8383958
69.1678363,187.0224203
73.12200631,206.897644
71.35738241,201.7607769
68.34851551,167.9711105
73.45918414,211.7890079
67.79647715,189.6831513
64.82117138,166.7768379
64.80718895,158.0108425
67.57715394,181.432713
68.44757854,187.907426
67.11044742,160.0502853
70.67837617,203.2746331
67.62937651,177.4295071
66.51858876,167.0766424
70.3439986,177.4732819
69.2081082,187.8671025
75.69861825,249.565628
71.66855705,189.3928413
71.93588658,202.0464252
70.03144065,197.6927564
65.973065,187.6583791
70.62786979,185.2469766
65.64191854,170.2141085
70.25340097,189.2718686
70.68624745,194.9436551
68.26658679,186.289793
67.74898985,169.7402721
72.3106346,201.9126628
68.51552345,176.1412392
71.05863335,204.2728377
66.07995899,175.5477079
69.48924667,187.8432533
71.62028583,208.7557182
70.48564317,193.359947
66.90883737,181.9962868
70.85695017,197.727299
68.23113195,199.827758
69.56022893,187.2174859
67.67514787,193.5865354
68.78190405,162.3104725
67.71794694,175.1592002
66.54148202,175.9834911
68.35616535,204.3588747
69.07281082,190.587913
67.19215164,193.788816
64.72725696,169.207937
69.51460351,174.2150014
65.18470087,166.7385547
72.59766295,205.0955402
69.12066373,179.6078701
71.41894599,198.0424839
68.10600207,186.5825364
72.79348627,217.1632825
69.73112843,202.7071024
70.66199203,217.9518826
68.51599909,192.1222427
69.19685751,178.6855465
66.42418713,157.288088
69.00825946,196.0511888
75.57243874,217.1180153
75.20902198,227.5814318
69.67461416,177.5980091
66.83885298,170.0777665
64.57731204,150.1834743
67.8053119,180.0045482
67.37637547,173.3103956
72.61840852,207.1612333
71.35821063,195.9370728
69.64190618,182.0045223
68.09137436,181.644445
71.58255151,192.7270363
67.19943211,173.4885993
72.0057094,205.9619225
76.45657808,239.5813894
70.96598572,179.2316242
66.91633531,175.2039346
68.91586364,183.9477889
70.57332649,213.0598511
72.0219746,202.7466375
69.75447933,181.6410489
69.55326838,183.7510973
69.80727521,217.1897415
69.01021935,208.5361952
68.50610095,164.4999186
70.86581545,201.511538
68.7489067,169.8274774
69.53359581,200.6778238
68.62688583,189.4492405
71.49614024,192.8872892
70.96655044,193.9064988
69.07449203,179.3868167
68.28763703,178.4325977
72.799224,218.2163966
70.27382154,185.7183814
64.47474696,169.4306343
65.21857558,185.4677884
67.66159283,172.0595559
69.05456976,181.3603512
68.43081339,190.50581
70.02080933,208.6097832
66.45444119,162.8110818
64.80354222,185.2595306
63.97432572,172.8834702
75.99336033,231.3474009
73.16407985,213.5094923
65.92942171,168.0904122
72.26420577,204.4161269
78.09586747,255.6908348
69.80157523,203.2583751
65.60876846,152.9130637
71.64830831,199.039289
71.40851816,205.6189565
65.85420481,178.0314596
66.04426807,170.7987439
63.86792096,174.4733629
67.3500077,189.5838621
71.19220229,196.0615292
69.25077579,176.2517449
72.21396335,205.3897607
70.8786331,194.0739746
69.75003243,204.179761
71.05751089,189.1340124
66.63826918,171.2751126
70.85793198,187.1053638
72.28040043,192.6915216
75.81904028,230.9394542
66.5607406,162.0180876
69.38201738,198.8500852
69.87714736,217.9948396
66.53981222,175.0932547
67.04766973,173.816374
68.35305665,189.7102099
73.08489422,230.6787782
68.3464565,178.6759921
